id,name,date,month,sex,party,topcategory,link
vz,Volodymyr Zelenskyy,,,,,,
amer,Americans,,,,,,
,,,,,,,
p220,post220,17_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115391496046848119
ncr,North Carolina Republicans,,,,,,
rep,Republicans,,,,,,
maga,MAGA Republicans,,,,,,
pop,people of North Carolina,,,,,,
amer,Americans,,,,,,
,,,,,,,
p221,post221,17_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115391767709119144
gs,George Santos,,,2,2,,
rb,Richard Blumenthal,,,2,1,,
mil,Military,,,,,,
rep,Republicans,,,,,,
us,United States,,,,,,
amer,Americans,,,,,,
,,,,,,,
p222,post222,17_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115391842662459841
rp,Rand Paul,,,2,2,,
tm,Thomas Massie,,,2,2,,
rep,Republicans,,,,,,
maga,MAGA,,,,,,
amer,Americans,,,,,,
us,United States,,,,,,
,,,,,,,
p223,post223,17_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115391855540856433
tm,Thomas Massie,,,2,2,,
eg,Ed Gallrein,,,2,2,,
rep,Republicans,,,,,,
maga,MAGA,,,,,,
amer,Americans,,,,,,
mil,Military,,,,,,
afarm,American Farmers,,,,,,
cong,Congress,,,,,,
mig,Migrants,,,,,,
pk,People of Kentucky,,,,,,
,,,,,,,
p224,post224,18_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115396632441470075
sub,Drug-carrying Submarine,,,,,,
usint,U.S. Intelligence,,,,,,
narco,Narcoterrorists,,,,,,
ecu,Ecuador,,,,,,
col,Colombia,,,,,,
usf,U.S. Forces,,,,,,
us,United States,,,,,,
amer,Americans,,,,,,
,,,,,,,
p225,post225,19_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115401182824973489
gp,Gustavo Petro,,,,,,
col,Colombia,,,,,,
us,United States,,,,,,
amer,Americans,,,,,,
subsi,USA Payments,,,,,,
drugfields,Drug Production Fields in Colombia,,,,,,
,,,,,,,
p226,post226,19_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115401193724514444
mbart,Maria Bartiromo,,,1,,,
fn,Fox News,,,,,,
,,,,,,,
p227,post227,19_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115402354000676703
msav,Mark Savaya,,,2,,,
iraq,Republic of Iraq,,,,,,
amerp,American people,,,,,,
musam,Muslim Americans,,,,,,
mich,Michigan,,,,,,
,,,,,,,
p228,post228,20_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115408277865887528
wcr,William Crain,,,2,,,
la,Louisiana,,,,,,
lsu,Louisiana State University,,,,,,
lsc,Louisiana Supreme Court,,,,,,
us,United States,,,,,,
usdcl,United States District Court for the Eastern District of Louisiana,,,,,,
crim,criminals,,,,,,
,,,,,,,
p229,post229,20_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115408279042674945
avh,Alexander Van Hook,,,2,,,
la,Louisiana,,,,,,
ccl,Centenary College of Louisiana,,,,,,
lsu,Louisiana State University,,,,,,
us,United States,,,,,,
usdclw,United States District Court for the Western District of Louisiana,,,,,,
crights,Constitutional Rights,,,,,,
,,,,,,,
p230,post230,20_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115408594704490513
whball,White House Ballroom,,,,,,
wh,White House,,,,,,
ew,East Wing,,,,,,
atp,American Taxpayers,,,,,,
gac,Great American Companies,,,,,,
pat,Patriots,,,,,,
,,,,,,,
p231,post231,20_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115408916651989676
jc,Jack Ciattarelli,,,2,2,,
ms,Mikie Sherrill,,,1,1,,
nj,New Jersey,,,,,,
wash,Washington,,,,,,
whiho,White House,,,,,,
,,,,,,,
p232,post232,20_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115408922697857899
jc,Jack Ciattarelli,,,2,2,,
ms,Mikie Sherrill,,,1,1,,
dem,Democrats,,,,,,
nj,New Jersey,,,,,,
country,Country,,,,,,
,,,,,,,
p233,post233,20_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115408925114284473
fbi,FBI,,,,,,
kash,Kash,,,2,,,
dan,Dan,,,2,,,
andi,Andrew,,,2,,,
america,America,,,,,,
vcrim,Violent Criminals,,,,,,
cpred,child predators,,,,,,
htraf,human traffickers,,,,,,
cent,Criminal Enterprises,,,,,,
fent,Fentanyl,,,,,,
ichild,innocent children,,,,,,
,,,,,,,
p234,post234,21_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115412289768445562
mea,Middle East Allies,,,,,,
gaza,Gaza,,,,,,
hama,Hamas,,,,,,
isra,Israel,,,,,,
indo,Indonesia,,,,,,
us,United States,,,,,,
,,,,,,,
p235,post235,21_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115414670134103540
pg,Paul Gosar,,,2,2,,
az9,Arizona 9th Congressional District,,,,,,
milv,Military/Veterans,,,,,,
sa,Second Amendment,,,,,,
border,Border,,,,,,
eco,Economy,,,,,,
aenergy,American Energy,,,,,,
us,United States,,,,,,
,,,,,,,
p236,post236,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115418813519600271
us,United States,,,,,,
br,Brazil,,,,,,
catr,Cattle Ranchers,,,,,,
cons,Consumers,,,,,,
,,,,,,,
p237,post237,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115418834028774105
catr,Cattle Ranchers,,,,,,
count,Countries,,,,,,
,,,,,,,
p238,post238,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115418866635313882
mbau,Mary Barra,,,1,,,
bf,Bill Ford,,,,,,
us,United States,,,,,,
tmf,Truck and Car Manufacturers,,,,,,
,,,,,,,
p239,post239,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115419510654451460
rep,Republicans,,,,,,
demo,Democrats,,,,,,
pop,American Citizens,,,,,,
nj,New Jersey,,,,,,
vir,Virginia,,,,,,
,,,,,,,
p240,post240,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115419577297297862
mk,Mike Kehoe,,,2,2,,
mo,Missouri,,,,,,
pat,Patriots,,,,,,
,,,,,,,
p241,post241,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115419580763584285
jpill,Jim Pillen,,,2,2,,
neb,Nebraska,,,,,,
pop,Cornhusker State People,,,,,,
,,,,,,,
p242,post242,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115419583758354199
llb,Leech Lake Band of Ojibwe,,,,,,
pop,Community Members,,,,,,
,,,,,,,
p243,post243,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115419584805414647
md,Mike Dunleavy,,,2,2,,
ak,Alaska,,,,,,
pop,People of Alaska,,,,,,
,,,,,,,
p244,post244,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115419589580674458
ws,Wilton Simpson,,,2,2,,
fl,Florida,,,,,,
afarm,American Farmers,,,,,,
catr,Cattle Ranchers,,,,,,
,,,,,,,
p245,post245,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115419686256202789
wsj,The Wall Street Journal,,,,,,
us,United States,,,,,,
ukra,Ukraine,,,,,,
russi,Russia,,,,,,
,,,,,,,
p246,post246,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115420411260976917
etru,Eric Trump,,,2,2,,
,,,,,,,
p247,post247,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115420439983527137
bb,Bret Baier,,,2,3,,
tr,Teddy Roosevelt,,,2,2,,
us,United States,,,,,,
,,,,,,,
p248,post248,22_10_25,oct25,,,,
bo,Barack Obama,,,2,1,,
jb,Joe Biden,,,2,1,,
pe,2020 Presidential Election,,,,,,
pop,People of the United States,,,,,,
,,,,,,,
p249,post249,22_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115420686286814272
cc,City of Chicago,,,,,,
fg,Federal Government,,,2,1,,
,,,,1,2,,
,,,,,,,
,,,,,,,
p250,post250,23_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115421521228626427
ka,Kelly Armstrong,,,2,2,,
nd,North Dakota,,,,,,
pop,People of North Dakota,,,,,,
,,,,,,,
p251,post251,23_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115424560133045127
cc,City of Chicago,,,,,,
cali,California,,,,,,
sf,San Francisco,,,,,,
dl,Daniel Lurie,,,2,1,,
jh,Jensen Huang,,,2,,,
mb,Marc Benioff,,,2,3,,
fg,Federal Government,,,,,,
,,,,,,,
p252,post252,23_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115425827275887037
demo,Democrats,,,,,,
tp,The public,,,,,,
country,Country,,,,,,
,,,,,,,
p253,post253,23_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115426103540693339
c,Children,,,,,,
par,Parents,,,,,,
country,Country,,,,,,
,,,,,,,
p254,post254,23_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115426967566430347
rrf,Ronald Reagan Foundation,,,,,,
count,Canada,,,,,,
ussc,U.S. Supreme Court,,,,,,
,,,,,,,
p255,post255,24_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115428798659352209
for,Ford,,,,,,
mbau,Mary Barra,,,,,,
,,,,,,,
p256,post256,24_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115428874684902595
count,Canada,,,,,,
rrf,Ronald Reagan Foundation,,,,,,
ussc,U.S. Supreme Court,,,,,,
amer,Americans,,,,,,
,,,,,,,
p257,post257,24_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115428915165145135
sm,Stock Market,,,,,,
,,,,,,,
p258,post258,24_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115431695569678615
acly,Andrew Clyde,,,,,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p259,post259,24_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115432378654253078
cw,Christopher Wray,,,2,2,,
jsmi,Jack Smith,,,2,3,,
mg,Merrick Garland,,,2,1,,
lm,Lisa Monaco,,,1,1,,
bida,Biden Administration,,,,,,
democ,Democrats,,,,,,
,,,,,,,
p260,post260,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433006793180195
ec,Eli Crane,,,2,2,,
umf,U.S. Military Forces,,,,,,
amer,Americans,,,,,,
mil,Military,,,,,,
,,,,,,,
p261,post261,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433008069468996
nl,Nick Langworthy,,,2,2,,
nysrc,New York Republican State Committee,,,,,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p262,post262,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433009519508016
ks,Keith Self,,,2,2,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p263,post263,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433010108866479
tn,Troy Nehls,,,2,2,,
le,Law Enforcement,,,,,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p264,post264,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433010735171759
lg,Lance Gooden,,,2,2,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p265,post265,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433011374281959
je,Jake Ellzey,,,2,2,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p266,post266,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433013192840304
rj,Ronny Jackson,,,2,2,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p267,post267,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115433013824981623
bb,Brian Babin,,,2,2,,
le,Law Enforcement,,,,,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p268,post268,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434861975122052
gm,Greg Murphy,,,2,2,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p269,post269,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434862488071211
ce,Chuck Edwards,,,2,2,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p270,post270,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434864384907731
bk,Brad Knott,,,2,2,,
le,Law Enforcement,,,,,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p271,post271,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434864876564194
me,Mike Ezell,,2,2,,,
le,Law Enforcement,,,,,,
umf,U.S. Military Forces,,,,,,
vete,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p272,post272,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434866506983325
dlah,Darin LaHood,,,2,2,,
hvm,House Ways & Means Committee,,,,,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p273,post273,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434867478490056
mstz,Marlin Stutzman,,,2,2,,
amer,Americans,,,,,,
afarm,American Farmers,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p274,post274,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434868395866889
aog,Andy Ogles,,,2,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p275,post275,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434869707731740
jhurd,Jeff Hurd,,,2,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p276,post276,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434873038322093
rfine,Randy Fine,,,2,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p277,post277,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434874266267478
mhar,Mike Haridopolos,,,2,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p278,post278,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434875694997684
gste,Greg Steube,,,2,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p279,post279,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434876884564053
lmc,Lisa McClain,,,1,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p280,post280,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115434906751111005
jberg,Jack Bergman,,,2,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p281,post281,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115435125397678740
nmall,Nicole Malliotakis,,,1,2,,
amer,Americans,,,,,,
umfv,U.S. Military / Veterans,,,,,,
nypd,NYPD,,,,,,
nyfd,NYFD,,,,,,
,,,,,,,
p282,post282,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115435565492870939
amcd,Addison McDowell,,,1,2,,
farm,American Farmers / Agriculture,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p283,post283,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115435565975811522
drou,David Rouzer,,,2,2,,
farm,American Farmers / Agriculture,,,,,,
eco,Grow the Economy,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p284,post284,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115435567269756205
rhus,Richard Hudson,,,2,2,,
eco,Grow the Economy,,,,,,
farm,American Farmers / Agriculture,,,,,,
umfv,U.S. Military / Veterans,,,,,,
,,,,,,,
p285,post285,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115436151669143136
jpat,Jimmy Patronis,,,2,2,,
eco,Grow the Economy,,,,,,
umfv,U.S. Military / Veterans,,,,,,
farm,American Farmers / Agriculture,,,,,,
,,,,,,,
p286,post286,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115436558661444946
me,Middle East,,,,,,
hama,Hamas,,,,,,
count,Countries,,,,,,
,,,,,,,
p287,post287,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115436697060819133
count,Canada,,,,,,
rrf,Ronald Reagan Foundation,,,,,,
ussc,U.S. Supreme Court,,,,,,
,,,,,,,
p288,post288,25_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115437112529618205
kam,Cambodia,,,,,,
tha,Thailand,,,,,,
mal,Malaysia,,,,,,
qmth,Queen Mother of Thailand,,,,,,
popth,People of Thailand,,,,,,
pm,Prime Minister of Thailand,,,,,,
,,,,,,,
p289,post289,26_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115441871289276790
demo,Democrats,,,,,,
pe,2020 Presidential Election,,,,,,
doj,Department of Justice,,,,,,
nba,NBA Players,,,,,,
coun,American Citizens,,,,,,
ca,California,,,,,,
rep,Republicans,,,,,,
,,,,,,,
p290,post290,26_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115442316583935494
c,Children,,,,,,
pw,Pregnant Women,,,,,,
,,,,,,,
p291,post291,26_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115443565409065734
mal,Malaysia,,,,,,
tha,Thailand,,,,,,
cam,Cambodia,,,,,,
jp,Japan,,,,,,
,,,,,,,
p292,post292,27_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115444163384468198
jm,Javier Milei,,,,,,
peop,People of Argentina,,,,,,
arg,Argentina,,,,,,
,,,,,,,
p293,post293,27_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115444830915442121
ms,Mikie Sherrill,,,1,1,,
as,Abigail Spanberger,,,1,1,,
nj,New Jersey,,,,,,
vir,Virginia,,,,,,
,,,,,,,
p294,post294,27_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115444894900287475
kc,Kennedy Center,,,,,,
us,United States,,,,,,
,,,,,,,
p295,post295,27_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115444908825959315
jm,Javier Milei,,,2,3,,
arg,Argentina,,,,,,
,,,,,,,
p296,post296,27_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115444924244999128
pres,Presidents,,,,,,
,,,,,,,
p297,post297,27_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115444936741535260
rep,Republicans,,,,,,
rl,Radical Left,,,,,,
people,People,,,,,,
,,,,,,,
p298,post298,27_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115445084269284249
rep,Republicans,,,,,,
rl,Radical Left,,,,,,
people,People,,,,,,
,,,,,,,
p299,post299,28_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115455332224820388
soukor,South Korea,,,,,,
count,Canada,,,,,,
,,,,,,,
p300,post300,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115456708839350276
xi,Xi Jinping,,,,,,
chi,China,,,,,,
,,,,,,,
p301,post301,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115458478288023570
soukor,South Korea,,,,,,
,,,,,,,
p302,post302,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115459203578150327
zm,Zohran Mamdani,,,,,,
,,,,,,,
p303,post303,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115459446440286252
wg,Walter Giardina,,,2,,,
jsmi,Jack Smith,,,2,3,,
lm,Lisa Monaco,,,1,1,,
aw,Andrew Weissmann,,,2,,,
jb,Jay Bratt,,,2,,,
ne,Norm Eisen,,,2,1,,
crew,crew,,,,,,
cw,Christopher Wray,,,2,2,,
mg,Merrick Garland,,,2,1,,
tw,Thomas Windom,,,2,,,
,,,,,,,
p304,post304,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115459554252660428
xi,Xi Jinping,,,,,,
chi,China,,,,,,
,,,,,,,
p305,post305,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115459612900259962
rep,Republicans,,,,,,
demo,Democrats,,,,,,
vir,Virginia,,,,,,
nj,New Jersey,,,,,,
,,,,,,,
p306,post306,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115459641125796285
bg,Bill Gates,,,,,,
,,,,,,,
p307,post307,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115459650821125830
sk,South Korea,,,,,,
us,United States,,,,,,
skco,South Korean Companies,,,,,,
ma,Military Alliance,,,,,,
,,,,,,,
p308,post308,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115459712836946359
sk,South Korea,,,,,,
ps,Philadelphia Shipyards,,,,,,
us,United States,,,,,,
,,,,,,,
p309,post309,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115460423936412555
us,United States,,,,,,
russi,Russia,,,,,,
chi,China,,,,,,
dow,Department of War,,,,,,
,,,,,,,
p310,post310,29_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115460439199531354
gtwo,G2,,,,,,
,,,,,,,
p311,post311,30_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115462006949579771
cs,Chuck Schumer,,2,1,,,
,,,,,,,
p312,post312,30_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115462098072054944
xi,Xi Jinping,,,2,,,
chi,China,,,,,,
amer,Americans,,,,,,
cw,Chris Wray,,,2,2,,
db,Doug Burgum,,,2,2,,
et,Energy teams,,,,,,
count,Great Countries,,,,,,
mal,Malaysia,,,,,,
jpn,Japan,,,,,,
sk,South Korea,,,,,,
aus,Australia,,,,,,
can,Canada,,,,,,
nz,New Zealand,,,,,,
sgp,Singapore,,,,,,
tha,Thailand,,,,,,
vn,Vietnam,,,,,,
,,,,,,,
p313,post313,30_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115464125214326353
us,United States,,,,,,
jpn,Japan,,,,,,
,,,,,,,
p314,post314,30_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115464409692406079
lawenf,Law Enforcement,,,,,,
mdcstf,Make D.C. Safe Task Force,,,,,,
,,,,,,,
p315,post315,30_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115466017324489749
demo,Democrats,,,,,,
obamac,Obamacare,,,,,,
,,,,,,,
p316,post316,30_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115466450476422202
demo,Democrats,,,1,,,
rep,Republicans,,,2,,,
jt,John Thune,,,,,,
mj,Mike Johnson,,,,,,
jm,Joe Manchin,,,,,,
ks,Kyrsten Sinema,,,,,,
bo,Barack Hussein Obama,,,,,,
hr,Harry Reid,,,,,,
us,United States,,,,,,
ussc,U.S. Supreme Court,,,,,,
,,,,,,,
p317,post317,31_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115469852646643521
whiho,White House,,,,,,
lincoln,Abraham Lincoln,,,,,,
,,,,,,,
p318,post318,31_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115470031277654302
kennedy,Kennedy Center,,,,,,
amer,Americans,,,,,,
,,,,,,,
p319,post319,31_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115470116607441456
christ,Christians,,,,,,
radislam,Radical Islamists,,,,,,
nigeria,Nigeria,,,,,,
rm,John Riley Moore,,,2,2,,
tc,Tom Cole,,,2,2,,
hapc,House Appropriations Committee,,,,,,
us,United States,,,,,,
,,,,,,,
p320,post320,31_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115471065919157533
snap,SNAP,,,,,,
raddem,Radical Democrats,,,,,,
courts,Courts,,,,,,
uslaw,US Government Lawyers,,,,,,
sd,Senate Democrats,,,,,,
,,,,,,,
p321,post321,01_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115476218592581611
semey,Seth Meyers,,,2,3,,
nbc,NBC,,,,,,
,,,,,,,
p322,post322,01_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115476261248208645
xi,Xi Jinping,,,2,3,,
chi,China,,,,,,
us,United States,,,,,,
,,,,,,,
p323,post323,01_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115476385101120405
nga,Nigerian Government,,,,,,
us,United States,,,,,,
it,Islamic Terrorists,,,,,,
chr,Christians,,,,,,
,,,,,,,
p324,post324,01_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115476637068029863
rep,Republicans,,,,,,
dem,Democrats,,,,,,
amer,Americans,,,,,,
sc,US Supreme Court,,,,,,
,,,,,,,
p325,post325,02_11_25,Nov.25,,,,https://truthsocial.com/@realDonaldTrump/posts/115478361803609448
cc,City of Chicago,,,,,,
dod,L.A. Dodgers,,,,,,
,,,,,,,
p326,post326,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482790527492824
bb,Bruce Blakeman,,,2,2,,
le,Law Enforcement,,,,,,
ice,ICE,,,,,,
bp,Border Patrol,,,,,,
amer,Americans,,,,,,
,,,,,,,
p327,post327,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482797655964985
us,United States,,,,,,
chi,China,,,,,,
,,,,,,,
p328,post328,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482817545218922
jc,Jack Ciattarelli,,,2,2,,
us,United States,,,,,,
nj,New Jersey,,,,,,
jew,Orthodox Jewish communities,,,,,,
,,,,,,,
p329,post329,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482823879151068
minu,60 Minutes,,,,,,
nfl,NFL,,,,,,
kh,Kamala Harris,,,2,1,,
,,,,,,,
p330,post330,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482910469184199
nfl,NFL,,,,,,
cfl,College Football,,,,,,
minu,60 Minutes,,,,,,
,,,,,,,
p331,post331,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482954448237364
penn,Pennsylvania,,,,,,
rdemscj,Radical Democrat Supreme Court Justices,,,,,,
donohue,Donohue,,,,,,
dougherty,Dougherty,,,,,,
wecht,Wecht,,,,,,
jb,Joe Biden,,,2,1,,
,,,,,,,
p332,post332,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482990032900099
shuckabee,Sarah Huckabee Sanders,,,1,2,,
ark,Arkansas,,,,,,
whiho,White House,,,,,,
mil,Military,,,,,,
vete,Veterans,,,,,,
le,Law Enforcement,,,,,,
,,,,,,,
p333,post333,02_11_25,nov25,,,,https://truthsocial.com/@realDonaldTrump/posts/115482992338432058
mkelly,Mike Kelly,,,2,2,,
penn,Pennsylvania,,,,,,
